text	label
can regularly rinsing your nose with saline help prevent infection with the new coronavirus?no. there is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus.	0
there is some limited evidence that regularly rinsing nose with saline can help people recover more quickly from the common cold. however, regularly rinsing the nose has not been shown to prevent respiratory infections. 	0
can eating garlic help prevent infection with the new coronavirus?garlic is a healthy food that may have some antimicrobial properties. however, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus. 	0
does the new coronavirus affect older people, or are younger people also susceptible?people of all ages can be infected by the new coronavirus (2019-ncov).	0
older people, and people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear to be more vulnerable to becoming severely ill with the virus.	0
who advises people of all ages to take steps to protect themselves from the virus, for example by following good hand hygiene and good respiratory hygiene. 	0
are antibiotics effective in preventing and treating the new coronavirus?no, antibiotics do not work against viruses, only bacteria. the new coronavirus (2019-ncov) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment.	0
however, if you are hospitalized for the 2019-ncov, you may receive antibiotics because bacterial co-infection is possible. 	0
are there any specific medicines to prevent or treat the new coronavirus?to date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-ncov).	0
however, those infected with the virus should receive appropriate care to relieve and treat symptoms, and those with severe illness should receive optimized supportive care.	0
some specific treatments are under investigation, and will be tested through clinical trials. who is helping to accelerate research and development efforts with a range or partners.pls don't panic people with fake news because it's not real all facts are in these threads 	0
saying covid-19 is just like the flu isamassiveunderstatement	1
 i'm so sick every winter of having to 	1
editorial: what is a coronavirus? how dangerous is it? what should you do?here's a look at facts vs. falsehoods when it comes to covid-19.subscribe here: 	0
do vaccines against pneumonia protect you against the new coronavirus?no.here are  myth-busters on the coronavirus. get your facts right: 2019ncov 	0
  nyc news	0
woah, nature.  	0
 _ba intelligent number one 😀	0
  que linda foto	0
woah, nature.    via 	0
 gatchaman birdstyle   	0
awesome! rt - “: woah, nature.  	0
update: uk prime minister david cameron describes apparent beheading of david haines as 'an act of pure evil' 	0
 isis is pushing to the limit, not even obama can contain the peoples wrath. now the british are awakening.	0
" there are no ""golf carts"" in the area here "	0
 yeah.. and muslims are high fiving each other all over brittan.  where's the soccer mobs..  pissed off enough yet to push into sea	0
 im sure he's not playing golf after that statement	0
 call it evil and have another round of meetings and speeches instead of actually doing something about it. start dropping nukes.	0
 kerry can't get britain to help? there maybe this will help. they want blood! let's give to them! pass the damn ammunition!	0
 camron changes plans. at 10 downing st. now.  what... he doesn't want to go golfing?? that's a guy we need here!	0
 please stop using the term execution for these beheadings. this is purely murder. execution denotes an action carried out by law.	0
 it is an oxymoron to use pure and evil in same sentence. may i suggest sheer evil.	0
 isis islamicstate isil cavemen savages 	0
 and yet, those brit p*****s are to chicken s**t to fly over syria	0
 isis must surely know this will consolidate the uk resolve to fight it - is it dillusional about a victory over the us and uk?	0
 true its evil but so were the gaza killings. isis though shuld be eliminated coz they r the worst kind of scum on earth.	0
 _pierce ok enough with the name calling. don't all of our fearless leaders think it 'a time for some sticks and stones ?	0
 how much more, what will it take, for our leaders to just end this? political bs aside, the time is now!	0
 just nuke isis already. nukeisis	0
" uk pm cameron: ""rescue of ashyaking is an act of pure evil…socialists will do everything in our power to hunt down these parents!"""	0
 go back to regular programming. i want to see huckabee.know beheading. break in when new news. other wise keep with regular program	0
“: uk prime minister david cameron describes apparent beheading of david haines as 'an act of pure evil' 	0
 well you know if he considered it an act of war he would have to do something. better to call it evil and sit on his butt.	0
  the voiceless majority outside of these radicals that is islam are now complicit in their brothers crimes against man.	0
 yeah but did he go golfing afterwards?	0
 isis video. 	0
" ""an act of pure evil"":. maybe they should do something about it then.. something else than waiting!"	0
 i wouldn't be surprised if uk runs point to take these killislamofascists out tipofthespear	0
  and he still hasn't gone to play golf? why can't we have a leader like that?	0
 notice how the priminister of england didn't run off to play golf or fundraising opportunities when one of their people gets killed	0
  there has to be a strong coalition of countries helping over here! not to hid their heads in the sand! they could be next!	0
 so do something about it mr. pm!	0
    so do something! enough talk.	0
 ok, did you not say same about germany? you stood up against them! why not now?	0
  now more than ever, a 2nd coming of m. thatcher would be appreciated.  sadly, leaders like her no longer exist.	0
 yet he still sits back and watches it happen	0
 it was evil !	0
 we need a ronald reagan who would have already addressed these evil people!	0
 no longer war weary isis weary. pure evil	0
 	0
 talk is cheap.  don't let this scum back into the uk.  take action dave.	0
 isis chops off another head time for fuel air bombs  	0
 it's a cult-religion that can be beaten with bacon for heaven's sake! proudinfidel showerthemwithbacon	0
 one innocent britain beheaded.pm has a cobra meeting. americans beheaded and our cic goes golfing. i'm packing and moving to uk.	0
 	0
 maybe this convinces the uk to join the coalition of forces to destroy isis	0
" still do not get this folks? no one want to follow anyone who ""leads from behind"" would you, i would not. they know obama lies"	0
  brit pys? why you think isis are in iraq? because your dumb ass bush invaded iraq and our dumb ass blair followed	0
 maybe britain will think about joining the air campaign nowwakeupuk	0
  isis wants war then lets give them war cut supplies and funding	0
